txn_id,txn_type,order_ref,gross_amount_paise,fee_paise,gst_on_fee_paise,net_amount_paise,txn_datetime,settlement_id,payment_method,status
pay_000208,payment,ORD4041,120050,0,0,120050,2026-08-19T16:09:30,,upi,voided
pay_000018,payment,ORD4017,34999,0,0,34999,2026-08-19T16:59:00,setl_0009,upi,captured
pay_000114,payment,ORD4113,19900,398,72,19430,2026-08-19T17:11:00,setl_0009,card,captured
pay_000044,payment,ORD4043,45050,150,0,44900,2026-08-19T17:16:00,setl_0009,upi,captured
pay_000014,payment,ORD4013,45000,0,0,45000,2026-08-19T19:49:00,setl_0009,upi,captured
pay_000214,payment,ORD4013,45000,0,0,45000,2026-08-19T19:51:35,,upi,voided
pay_000133,payment,ORD4132,75000,1500,270,73230,2026-08-19T20:06:00,setl_0009,card,captured
pay_000058,payment,ORD4057,24950,499,90,24361,2026-08-20T08:21:00,,card,captured
pay_000095,payment,ORD4094,34900,698,126,34076,2026-08-20T11:17:00,,card,captured
rfnd_000190,refund,ORD4075,-17400,0,0,-17400,2026-08-20T13:29:00,setl_0010,card,processed
pay_000085,payment,ORD4084,89999,1800,324,87875,2026-08-20T14:10:00,setl_0010,card,refunded
rfnd_000168,refund,ORD4022,-59999,0,0,-59999,2026-08-20T14:57:00,setl_0010,wallet,processed
pay_000131,payment,ORD4130,1250000,1200,216,1248584,2026-08-20T14:59:00,,netbanking,captured
pay_000052,payment,ORD4051,59999,1200,216,58583,2026-08-20T16:12:00,setl_0010,card,captured
pay_000207,payment,ORD4051,59999,1200,216,58583,2026-08-20T16:15:06,,card,voided
pay_000040,payment,ORD4039,29999,0,0,29999,2026-08-20T16:23:00,setl_0010,upi,refunded
pay_000126,payment,ORD4125,34950,0,0,34950,2026-08-20T16:46:00,,upi,captured
pay_000084,payment,ORD4083,45000,0,0,45000,2026-08-20T17:27:00,setl_0010,upi,refunded
pay_000046,payment,ORD4045,19900,398,72,19430,2026-08-20T17:28:00,,card,captured
pay_000053,payment,ORD4052,899900,0,0,899900,2026-08-20T18:30:00,,upi,captured
pay_000147,payment,ORD4146,19900,0,0,19900,2026-08-20T18:39:00,setl_0010,upi,captured
pay_000205,payment,ORD4146,19900,0,0,19900,2026-08-20T18:41:26,,upi,voided
rfnd_000175,refund,ORD4107,-37500,0,0,-37500,2026-08-20T19:56:00,setl_0010,upi,processed
pay_000070,payment,ORD4069,24950,724,90,24136,2026-08-20T20:14:00,setl_0010,card,captured
pay_000110,payment,ORD4109,120050,0,0,120050,2026-08-20T21:58:00,,upi,captured
pay_000049,payment,ORD4048,45000,0,0,45000,2026-08-21T09:01:00,setl_0011,upi,refunded
pay_000086,payment,ORD4085,899900,0,0,899900,2026-08-21T09:15:00,,upi,captured
pay_000054,payment,ORD4053,24900,1200,216,23484,2026-08-21T11:57:00,,netbanking,captured
pay_000138,payment,ORD4137,75000,1500,270,73230,2026-08-21T12:01:00,,card,captured
pay_000064,payment,ORD4063,89900,1200,216,88484,2026-08-21T12:09:00,,netbanking,captured
pay_000027,payment,ORD4026,120000,0,0,120000,2026-08-21T12:21:00,,upi,captured
pay_000112,payment,ORD4111,575000,0,0,575000,2026-08-21T12:57:00,setl_0011,upi,captured
pay_000037,payment,ORD4036,45050,1200,216,43634,2026-08-21T13:00:00,setl_0011,netbanking,refunded
pay_000072,payment,ORD4071,29900,598,108,29194,2026-08-21T13:50:00,,card,captured
pay_000148,payment,ORD4147,899900,1200,216,898484,2026-08-21T14:51:00,,netbanking,captured
pay_000030,payment,ORD4029,1250000,0,0,1250000,2026-08-21T15:23:00,,upi,captured
pay_000101,payment,ORD4100,19900,398,72,19430,2026-08-21T16:01:00,,card,captured
pay_000134,payment,ORD4133,24900,0,0,24900,2026-08-21T16:37:00,,upi,captured
pay_000116,payment,ORD4115,29950,0,0,29950,2026-08-21T16:42:00,,upi,captured
pay_000056,payment,ORD4055,49999,0,0,49999,2026-08-21T16:56:00,setl_0011,upi,captured
pay_000071,payment,ORD4070,34900,0,0,34900,2026-08-21T17:24:00,setl_0011,upi,captured
pay_000204,payment,ORD4070,34900,0,0,34900,2026-08-21T17:26:56,,upi,voided
pay_000120,payment,ORD4119,75099,0,0,75099,2026-08-21T17:39:00,setl_0011,upi,captured
pay_000206,payment,ORD4119,75099,0,0,75099,2026-08-21T17:42:12,,upi,voided
pay_000032,payment,ORD4031,120099,150,0,119949,2026-08-21T18:46:00,setl_0011,upi,captured
pay_000083,payment,ORD4082,34900,698,126,34076,2026-08-21T19:29:00,setl_0011,card,captured
rfnd_000186,refund,ORD4132,-37500,0,0,-37500,2026-08-21T20:06:00,setl_0011,card,processed
rfnd_000158,refund,ORD4048,-45000,0,0,-45000,2026-08-22T09:01:00,setl_0012,upi,processed
rfnd_000181,refund,ORD4024,-24900,0,0,-24900,2026-08-22T13:04:00,setl_0012,card,processed
rfnd_000166,refund,ORD4039,-29999,0,0,-29999,2026-08-22T16:23:00,setl_0012,upi,processed
rfnd_000188,refund,ORD4113,-9900,0,0,-9900,2026-08-22T17:11:00,setl_0012,card,processed
rfnd_000153,refund,ORD4036,-45050,0,0,-45050,2026-08-23T13:00:00,setl_0013,netbanking,processed
rfnd_000162,refund,ORD4084,-89999,0,0,-89999,2026-08-23T14:10:00,setl_0013,card,processed
rfnd_000171,refund,ORD4083,-45000,0,0,-45000,2026-08-23T17:27:00,setl_0013,upi,processed
rfnd_000187,refund,ORD4111,-287500,0,0,-287500,2026-08-25T12:57:00,setl_0014,upi,processed
rfnd_000185,refund,ORD4055,-24900,0,0,-24900,2026-08-25T16:56:00,setl_0014,upi,processed
cb_000198,chargeback,ORD4025,-45050,50000,9000,-104050,2026-09-01T13:35:00,setl_0015,upi,lost
cb_000195,chargeback,ORD4010,-49950,50000,9000,-108950,2026-09-04T08:35:00,setl_0016,card,lost
cb_000191,chargeback,ORD4001,-249900,50000,9000,-308900,2026-09-04T18:03:00,setl_0016,upi,lost
cb_000200,chargeback,ORD4030,-899900,50000,9000,-958900,2026-09-04T21:23:00,setl_0016,upi,lost
cb_000192,chargeback,ORD4127,-120099,50000,9000,-179099,2026-09-06T09:18:00,setl_0017,upi,lost
cb_000196,chargeback,ORD4012,-575000,50000,9000,-634000,2026-09-06T16:22:00,setl_0017,card,lost
cb_000193,chargeback,ORD4046,-75000,50000,9000,-134000,2026-09-06T16:35:00,setl_0017,upi,lost
cb_000202,chargeback,ORD4056,-34900,50000,9000,-93900,2026-09-07T20:03:00,setl_0018,card,lost
cb_000199,chargeback,ORD4077,-45000,50000,9000,-104000,2026-09-08T12:52:00,setl_0019,upi,lost
cb_000197,chargeback,ORD4017,-34999,50000,9000,-93999,2026-09-10T16:59:00,setl_0020,upi,lost
cb_000194,chargeback,ORD4103,-59950,50000,9000,-118950,2026-09-10T18:45:00,setl_0020,upi,lost
cb_000201,chargeback,ORD4082,-34900,50000,9000,-93900,2026-09-14T19:29:00,setl_0021,card,lost
