order_id,order_amount_paise,currency,order_datetime,customer_id,order_status,payment_method
ORD4113,19900,INR,2026-08-17T21:43:00,CUST1338,paid,upi
ORD4191,45099,INR,2026-08-18T08:00:00,CUST1291,paid,upi
ORD4062,1250000,INR,2026-08-18T08:33:00,CUST1288,paid,card
ORD4119,29900,INR,2026-08-18T10:53:00,CUST1232,paid,upi
ORD4189,399900,INR,2026-08-18T11:19:00,CUST1141,paid,card
ORD4176,59900,INR,2026-08-18T11:34:00,CUST1374,failed,netbanking
ORD4163,575000,INR,2026-08-18T12:10:00,CUST1062,paid,card
ORD4095,89900,INR,2026-08-18T12:30:00,CUST1382,paid,card
ORD4196,89999,INR,2026-08-18T12:32:00,CUST1399,paid,upi
ORD4158,120099,INR,2026-08-18T12:35:00,CUST1293,paid,upi
ORD4065,120000,INR,2026-08-18T13:06:00,CUST1066,refunded,netbanking
ORD4056,29950,INR,2026-08-18T13:43:00,CUST1264,paid,upi
ORD4124,49900,INR,2026-08-18T13:48:00,CUST1170,failed,card
ORD4157,24999,INR,2026-08-18T13:50:00,CUST1129,paid,card
ORD4143,575000,INR,2026-08-18T15:10:00,CUST1207,paid,upi
ORD4091,89999,INR,2026-08-18T16:32:00,CUST1051,paid,netbanking
ORD4027,19950,INR,2026-08-18T17:08:00,CUST1358,paid,netbanking
ORD4077,29900,INR,2026-08-18T17:30:00,CUST1080,paid,upi
ORD4104,45099,INR,2026-08-18T17:54:00,CUST1289,paid,card
ORD4070,89999,INR,2026-08-18T18:13:00,CUST1069,failed,card
ORD4188,49999,INR,2026-08-18T18:18:00,CUST1302,paid,netbanking
ORD4136,19900,INR,2026-08-18T20:33:00,CUST1241,paid,netbanking
ORD4195,575000,INR,2026-08-18T20:41:00,CUST1016,refunded,card
ORD4051,899900,INR,2026-08-18T20:52:00,CUST1104,paid,upi
ORD4044,75000,INR,2026-08-19T08:41:00,CUST1136,paid,upi
ORD4151,29900,INR,2026-08-19T09:08:00,CUST1018,paid,upi
ORD4024,34900,INR,2026-08-19T09:17:00,CUST1210,paid,upi
ORD4114,49900,INR,2026-08-19T09:44:00,CUST1112,failed,netbanking
ORD4172,575000,INR,2026-08-19T09:57:00,CUST1221,paid,upi
ORD4060,1250000,INR,2026-08-19T11:19:00,CUST1293,paid,upi
ORD4102,59900,INR,2026-08-19T12:40:00,CUST1271,paid,card
ORD4111,29950,INR,2026-08-19T13:18:00,CUST1297,paid,card
ORD4083,45000,INR,2026-08-19T13:51:00,CUST1398,paid,card
ORD4194,899900,INR,2026-08-19T14:00:00,CUST1032,paid,upi
ORD4168,29900,INR,2026-08-19T14:11:00,CUST1170,refunded,upi
ORD4034,89900,INR,2026-08-19T15:28:00,CUST1263,paid,upi
ORD4150,75050,INR,2026-08-19T15:46:00,CUST1072,refunded,upi
ORD4131,49900,INR,2026-08-19T15:58:00,CUST1183,paid,upi
ORD4116,89900,INR,2026-08-19T18:58:00,CUST1113,refunded,upi
ORD4100,59950,INR,2026-08-19T19:07:00,CUST1026,paid,upi
ORD4127,19900,INR,2026-08-20T08:33:00,CUST1215,refunded,upi
ORD4185,49900,INR,2026-08-20T09:19:00,CUST1365,paid,netbanking
ORD4123,59900,INR,2026-08-20T10:06:00,CUST1250,paid,card
ORD4166,59999,INR,2026-08-20T10:19:00,CUST1390,refunded,card
ORD4125,24999,INR,2026-08-20T10:31:00,CUST1210,failed,netbanking
ORD4059,89900,INR,2026-08-20T10:33:00,CUST1195,paid,upi
ORD4108,49950,INR,2026-08-20T10:35:00,CUST1107,paid,upi
ORD4160,34950,INR,2026-08-20T11:49:00,CUST1356,failed,card
ORD4106,19900,INR,2026-08-20T11:56:00,CUST1217,paid,upi
ORD4087,59999,INR,2026-08-20T12:21:00,CUST1039,paid,upi
ORD4126,59900,INR,2026-08-20T13:54:00,CUST1277,paid,netbanking
ORD4177,120000,INR,2026-08-20T13:55:00,CUST1382,paid,upi
ORD4097,899900,INR,2026-08-20T14:03:00,CUST1370,paid,upi
ORD4032,120000,INR,2026-08-20T14:24:00,CUST1327,paid,upi
ORD4038,575000,INR,2026-08-20T15:31:00,CUST1128,paid,upi
ORD4092,89999,INR,2026-08-20T15:51:00,CUST1023,paid,card
ORD4046,24900,INR,2026-08-20T18:51:00,CUST1243,failed,upi
ORD4003,120000,INR,2026-08-20T19:39:00,CUST1032,paid,netbanking
ORD4073,59950,INR,2026-08-21T09:16:00,CUST1360,paid,upi
ORD4198,34999,INR,2026-08-21T11:16:00,CUST1133,paid,card
ORD4159,34999,INR,2026-08-21T11:59:00,CUST1321,paid,wallet
ORD4007,89900,INR,2026-08-21T12:20:00,CUST1288,paid,upi
ORD4081,1250000,INR,2026-08-21T13:25:00,CUST1262,paid,upi
ORD4174,45099,INR,2026-08-21T14:38:00,CUST1125,paid,netbanking
ORD4193,29900,INR,2026-08-21T16:01:00,CUST1384,paid,card
ORD4184,34900,INR,2026-08-21T16:12:00,CUST1025,paid,wallet
ORD4057,75050,INR,2026-08-21T16:53:00,CUST1352,paid,card
ORD4105,34900,INR,2026-08-21T17:12:00,CUST1257,paid,wallet
ORD4030,49900,INR,2026-08-21T19:08:00,CUST1242,paid,upi
ORD4066,29900,INR,2026-08-21T20:01:00,CUST1145,paid,upi
