txn_id,txn_type,order_ref,gross_amount_paise,fee_paise,gst_on_fee_paise,net_amount_paise,txn_datetime,settlement_id,payment_method,status
pay_000570,payment,ORD4569,34900,0,0,34900,2026-08-10T13:31:00,setl_0000,upi,captured
pay_000662,payment,ORD4661,899900,0,0,899900,2026-08-10T13:36:00,setl_0000,upi,captured
pay_000776,payment,ORD4775,45050,0,0,45050,2026-08-10T14:03:00,setl_0000,upi,captured
pay_000657,payment,ORD4656,24950,499,90,24361,2026-08-10T14:04:00,setl_0000,card,captured
pay_000613,payment,ORD4612,29900,0,0,29900,2026-08-10T14:09:00,setl_0000,upi,captured
pay_000608,payment,ORD4607,24900,498,90,24312,2026-08-10T14:12:00,setl_0000,card,captured
pay_000366,payment,ORD4365,575000,0,0,575000,2026-08-10T14:14:00,setl_0000,upi,captured
pay_000644,payment,ORD4643,24900,0,0,24900,2026-08-10T14:14:00,setl_0000,upi,captured
pay_000824,payment,ORD4823,59999,1200,216,58583,2026-08-10T14:27:00,setl_0000,card,captured
pay_000987,payment,ORD4986,45000,0,0,45000,2026-08-10T14:40:00,setl_0000,upi,captured
pay_000014,payment,ORD4013,89900,0,0,89900,2026-08-10T14:45:00,setl_0000,upi,captured
pay_000810,payment,ORD4809,49900,998,180,48722,2026-08-10T15:03:00,setl_0000,card,captured
pay_000333,payment,ORD4332,34900,1200,216,33484,2026-08-10T15:07:00,setl_0000,netbanking,captured
pay_000977,payment,ORD4976,59900,1198,216,58486,2026-08-10T15:21:00,setl_0000,card,captured
pay_000599,payment,ORD4598,49999,0,0,49999,2026-08-10T15:25:00,setl_0000,upi,captured
pay_000383,payment,ORD4382,49900,0,0,49900,2026-08-10T15:28:00,setl_0000,upi,captured
pay_000919,payment,ORD4918,399900,0,0,399900,2026-08-10T15:43:00,setl_0000,upi,captured
pay_000956,payment,ORD4955,19900,0,0,19900,2026-08-10T15:50:00,setl_0000,upi,captured
pay_000029,payment,ORD4028,120000,1200,216,118584,2026-08-10T16:12:00,setl_0000,netbanking,captured
pay_000706,payment,ORD4705,1250000,1200,216,1248584,2026-08-10T16:34:00,setl_0000,netbanking,captured
pay_000461,payment,ORD4460,49900,0,0,49900,2026-08-10T16:43:00,setl_0000,upi,captured
pay_000494,payment,ORD4493,399900,0,0,399900,2026-08-10T16:51:00,setl_0000,upi,captured
pay_000549,payment,ORD4548,29950,0,0,29950,2026-08-10T16:53:00,setl_0000,upi,captured
pay_000887,payment,ORD4886,49900,998,180,48722,2026-08-10T17:11:00,setl_0000,card,captured
pay_000454,payment,ORD4453,89900,0,0,89900,2026-08-10T17:18:00,setl_0000,upi,captured
pay_000704,payment,ORD4703,34900,0,0,34900,2026-08-10T17:20:00,setl_0000,upi,captured
pay_000234,payment,ORD4233,75099,0,0,75099,2026-08-10T17:21:00,setl_0000,upi,captured
pay_000896,payment,ORD4895,45050,0,0,45050,2026-08-10T17:23:00,setl_0000,upi,refunded
pay_000564,payment,ORD4563,29900,0,0,29900,2026-08-10T17:42:00,setl_0000,upi,captured
pay_000321,payment,ORD4320,19999,0,0,19999,2026-08-10T17:43:00,setl_0000,upi,captured
pay_000503,payment,ORD4502,75050,1200,216,73634,2026-08-10T17:47:00,setl_0000,netbanking,captured
pay_000710,payment,ORD4709,1250000,0,0,1250000,2026-08-10T17:59:00,setl_0000,upi,captured
pay_000109,payment,ORD4108,89900,0,0,89900,2026-08-10T18:05:00,setl_0000,upi,captured
pay_000635,payment,ORD4634,34999,700,126,34173,2026-08-10T18:13:00,setl_0000,card,captured
pay_000792,payment,ORD4791,399900,0,0,399900,2026-08-10T18:52:00,setl_0000,upi,captured
pay_000803,payment,ORD4802,59950,1199,216,58535,2026-08-10T18:58:00,setl_0000,card,captured
pay_000095,payment,ORD4094,49900,898,162,48840,2026-08-10T19:05:00,setl_0000,wallet,captured
pay_000543,payment,ORD4542,899900,0,0,899900,2026-08-10T19:43:00,setl_0000,upi,captured
pay_000104,payment,ORD4103,59900,0,0,59900,2026-08-10T19:45:00,setl_0000,upi,captured
pay_000558,payment,ORD4557,19900,358,64,19478,2026-08-10T19:49:00,setl_0000,wallet,captured
pay_000805,payment,ORD4804,575000,11500,2070,561430,2026-08-10T19:49:00,setl_0000,card,captured
pay_000946,payment,ORD4945,29999,0,0,29999,2026-08-10T20:04:00,setl_0000,upi,captured
pay_000042,payment,ORD4041,19900,0,0,19900,2026-08-10T20:08:00,setl_0000,upi,captured
pay_000339,payment,ORD4338,120000,0,0,120000,2026-08-10T20:11:00,setl_0000,upi,captured
pay_000280,payment,ORD4279,75000,0,0,75000,2026-08-10T20:13:00,setl_0000,upi,captured
pay_000582,payment,ORD4581,120000,2400,432,117168,2026-08-10T20:19:00,setl_0000,card,captured
pay_000185,payment,ORD4184,75000,0,0,75000,2026-08-10T20:22:00,setl_0000,upi,captured
pay_000020,payment,ORD4019,575000,0,0,575000,2026-08-10T20:26:00,setl_0000,upi,captured
pay_000752,payment,ORD4751,89999,0,0,89999,2026-08-10T20:38:00,setl_0000,upi,captured
pay_000035,payment,ORD4034,34950,699,126,34125,2026-08-10T20:44:00,setl_0000,card,captured
pay_000552,payment,ORD4551,249900,0,0,249900,2026-08-10T21:04:00,setl_0000,upi,captured
pay_000282,payment,ORD4281,19900,398,72,19430,2026-08-10T21:12:00,setl_0000,card,captured
pay_000276,payment,ORD4275,19999,0,0,19999,2026-08-10T21:14:00,setl_0000,upi,captured
pay_000400,payment,ORD4399,24900,498,90,24312,2026-08-10T21:32:00,setl_0000,card,refunded
pay_000650,payment,ORD4649,120000,0,0,120000,2026-08-10T21:54:00,setl_0000,upi,captured
pay_000846,payment,ORD4845,34900,0,0,34900,2026-08-10T21:55:00,setl_0000,upi,captured
pay_000676,payment,ORD4675,399900,1200,216,398484,2026-08-11T08:13:00,setl_0001,netbanking,captured
pay_000497,payment,ORD4496,29900,0,0,29900,2026-08-11T08:20:00,setl_0001,upi,captured
pay_000533,payment,ORD4532,45050,0,0,45050,2026-08-11T08:54:00,setl_0001,upi,captured
pay_000813,payment,ORD4812,120099,0,0,120099,2026-08-11T08:57:00,setl_0001,upi,captured
pay_000702,payment,ORD4701,75000,0,0,75000,2026-08-11T09:10:00,setl_0001,upi,captured
pay_000474,payment,ORD4473,399900,0,0,399900,2026-08-11T09:44:00,setl_0001,upi,captured
pay_000409,payment,ORD4408,75050,1501,270,73279,2026-08-11T09:56:00,setl_0001,card,captured
pay_000519,payment,ORD4518,24999,1200,216,23583,2026-08-11T10:30:00,setl_0001,netbanking,captured
pay_000085,payment,ORD4084,59950,1199,216,58535,2026-08-11T10:44:00,setl_0001,card,captured
pay_000163,payment,ORD4162,399900,0,0,0,2026-08-11T11:00:00,,wallet,failed
pay_000488,payment,ORD4487,34999,0,0,34999,2026-08-11T11:07:00,setl_0001,upi,captured
pay_000614,payment,ORD4613,120000,2400,432,117168,2026-08-11T11:20:00,setl_0001,card,captured
pay_000311,payment,ORD4310,34999,0,0,34999,2026-08-11T11:24:00,setl_0001,upi,captured
pay_000862,payment,ORD4861,45000,0,0,45000,2026-08-11T11:29:00,setl_0001,upi,captured
pay_000605,payment,ORD4604,34900,0,0,34900,2026-08-11T11:36:00,setl_0001,upi,captured
pay_000285,payment,ORD4284,49950,999,180,48771,2026-08-11T11:48:00,setl_0001,card,captured
pay_000365,payment,ORD4364,49900,0,0,49900,2026-08-11T11:54:00,setl_0001,upi,captured
pay_000619,payment,ORD4618,75000,0,0,75000,2026-08-11T11:59:00,setl_0001,upi,captured
pay_000418,payment,ORD4417,899900,1200,216,898484,2026-08-11T12:04:00,setl_0001,netbanking,captured
pay_000129,payment,ORD4128,34900,1200,216,33484,2026-08-11T12:13:00,setl_0001,netbanking,captured
pay_000382,payment,ORD4381,249900,1200,216,248484,2026-08-11T12:36:00,setl_0001,netbanking,captured
pay_000734,payment,ORD4733,49900,1200,216,48484,2026-08-11T12:36:00,setl_0001,netbanking,captured
pay_000125,payment,ORD4124,899900,17998,3240,878662,2026-08-11T12:53:00,setl_0001,card,captured
pay_000712,payment,ORD4711,24900,498,90,24312,2026-08-11T12:53:00,setl_0001,card,captured
pay_000567,payment,ORD4566,29900,1200,216,28484,2026-08-11T12:54:00,setl_0001,netbanking,captured
pay_000681,payment,ORD4680,59900,1078,194,58628,2026-08-11T13:32:00,setl_0001,wallet,captured
pay_000164,payment,ORD4163,899900,0,0,899900,2026-08-11T13:34:00,setl_0001,upi,captured
pay_000859,payment,ORD4858,89900,0,0,89900,2026-08-11T13:35:00,setl_0001,upi,captured
pay_000403,payment,ORD4402,59900,225,0,59675,2026-08-11T13:37:00,setl_0001,upi,captured
pay_000028,payment,ORD4027,120050,0,0,120050,2026-08-11T13:47:00,setl_0001,upi,captured
pay_000298,payment,ORD4297,19950,0,0,19950,2026-08-11T13:52:00,setl_0001,upi,captured
pay_000404,payment,ORD4403,29999,600,108,29291,2026-08-11T13:52:00,setl_0001,card,captured
pay_000690,payment,ORD4689,75000,0,0,75000,2026-08-11T13:53:00,setl_0001,upi,captured
pay_000930,payment,ORD4929,29999,0,0,29999,2026-08-11T14:05:00,setl_0001,upi,captured
pay_000157,payment,ORD4156,899900,0,0,899900,2026-08-11T14:17:00,setl_0001,upi,captured
pay_000346,payment,ORD4345,1250000,1200,216,1248584,2026-08-11T14:19:00,setl_0001,netbanking,captured
pay_000540,payment,ORD4539,49999,0,0,49999,2026-08-11T14:22:00,setl_0001,upi,captured
pay_000560,payment,ORD4559,49900,898,162,48840,2026-08-11T14:28:00,setl_0001,wallet,captured
pay_000869,payment,ORD4868,45050,811,146,44093,2026-08-11T14:38:00,setl_0001,wallet,captured
pay_000417,payment,ORD4416,75000,0,0,75000,2026-08-11T14:41:00,setl_0001,upi,captured
pay_000665,payment,ORD4664,399900,0,0,399900,2026-08-11T14:49:00,setl_0001,upi,captured
pay_000267,payment,ORD4266,49999,0,0,49999,2026-08-11T14:57:00,setl_0001,upi,captured
pay_000423,payment,ORD4422,75000,1500,270,73230,2026-08-11T14:59:00,setl_0001,card,captured
pay_000636,payment,ORD4635,49900,998,180,48722,2026-08-11T15:01:00,setl_0001,card,captured
pay_000527,payment,ORD4526,24950,0,0,24950,2026-08-11T15:12:00,setl_0001,upi,captured
pay_000964,payment,ORD4963,19900,398,72,19430,2026-08-11T15:23:00,setl_0001,card,refunded
pay_000265,payment,ORD4264,89950,0,0,89950,2026-08-11T15:27:00,setl_0001,upi,captured
pay_000767,payment,ORD4766,249900,4998,900,244002,2026-08-11T15:31:00,setl_0001,card,captured
pay_000436,payment,ORD4435,24900,0,0,24900,2026-08-11T15:34:00,setl_0001,upi,captured
pay_001014,payment,ORD4435,24900,0,0,24900,2026-08-11T15:34:52,,upi,voided
pay_000718,payment,ORD4717,75000,1200,216,73584,2026-08-11T15:51:00,setl_0001,netbanking,captured
pay_000588,payment,ORD4587,120000,0,0,120000,2026-08-11T15:52:00,setl_0001,upi,captured
pay_000126,payment,ORD4125,24900,0,0,24900,2026-08-11T16:00:00,setl_0001,upi,captured
pay_000920,payment,ORD4919,59999,0,0,59999,2026-08-11T16:19:00,setl_0001,upi,captured
pay_000933,payment,ORD4932,59900,0,0,59900,2026-08-11T16:23:00,setl_0001,upi,captured
pay_000453,payment,ORD4452,45099,0,0,45099,2026-08-11T16:41:00,setl_0001,upi,captured
pay_000127,payment,ORD4126,59900,1198,216,58486,2026-08-11T16:43:00,setl_0001,card,captured
pay_000055,payment,ORD4054,89900,1798,324,87778,2026-08-11T16:47:00,setl_0001,card,captured
pay_000501,payment,ORD4500,575000,0,0,575000,2026-08-11T16:51:00,setl_0001,upi,captured
pay_000183,payment,ORD4182,399900,0,0,399900,2026-08-11T16:56:00,setl_0001,upi,captured
pay_000169,payment,ORD4168,24950,449,81,24420,2026-08-11T17:00:00,setl_0001,wallet,captured
pay_000794,payment,ORD4793,45000,810,146,44044,2026-08-11T17:13:00,setl_0001,wallet,captured
pay_000027,payment,ORD4026,399900,0,0,399900,2026-08-11T17:20:00,setl_0001,upi,captured
pay_000729,payment,ORD4728,120000,0,0,120000,2026-08-11T17:28:00,setl_0001,upi,captured
pay_000268,payment,ORD4267,29900,0,0,29900,2026-08-11T17:36:00,setl_0001,upi,captured
pay_000907,payment,ORD4906,575000,1200,216,573584,2026-08-11T18:01:00,setl_0001,netbanking,captured
pay_000279,payment,ORD4278,24900,0,0,24900,2026-08-11T18:05:00,setl_0001,upi,captured
pay_000778,payment,ORD4777,34900,0,0,34900,2026-08-11T18:15:00,setl_0001,upi,captured
pay_000244,payment,ORD4243,89900,0,0,89900,2026-08-11T18:19:00,setl_0001,upi,captured
pay_000509,payment,ORD4508,29950,0,0,29950,2026-08-11T18:54:00,setl_0001,upi,captured
pay_000586,payment,ORD4585,399900,0,0,399900,2026-08-11T18:56:00,setl_0001,upi,captured
pay_000963,payment,ORD4962,89900,0,0,89900,2026-08-11T19:39:00,setl_0001,upi,captured
pay_000011,payment,ORD4010,120000,0,0,120000,2026-08-11T19:41:00,setl_0001,upi,captured
pay_000878,payment,ORD4877,75099,0,0,75099,2026-08-11T19:48:00,setl_0001,upi,captured
pay_000687,payment,ORD4686,75099,0,0,75099,2026-08-11T20:16:00,setl_0001,upi,captured
pay_000546,payment,ORD4545,59900,1200,216,58484,2026-08-11T20:23:00,setl_0001,netbanking,captured
pay_000572,payment,ORD4571,249900,0,0,249900,2026-08-11T20:24:00,setl_0001,upi,captured
pay_000999,payment,ORD4998,1250000,22500,4050,1223450,2026-08-11T20:35:00,setl_0001,wallet,captured
pay_000880,payment,ORD4879,120000,2400,432,117168,2026-08-11T20:45:00,setl_0001,card,captured
pay_000025,payment,ORD4024,120000,0,0,120000,2026-08-11T20:52:00,setl_0001,upi,captured
pay_000774,payment,ORD4773,24900,0,0,24900,2026-08-11T20:59:00,setl_0001,upi,captured
pay_000632,payment,ORD4631,29900,0,0,29900,2026-08-11T21:00:00,setl_0001,upi,captured
pay_000442,payment,ORD4441,59900,0,0,59900,2026-08-11T21:04:00,setl_0001,upi,captured
pay_000097,payment,ORD4096,59950,0,0,59950,2026-08-11T21:12:00,setl_0001,upi,captured
pay_000338,payment,ORD4337,29900,0,0,29900,2026-08-11T21:15:00,setl_0001,upi,captured
pay_000884,payment,ORD4883,45099,902,162,44035,2026-08-11T21:16:00,setl_0001,card,captured
pay_000652,payment,ORD4651,59900,0,0,59900,2026-08-11T21:24:00,setl_0001,upi,captured
pay_000655,payment,ORD4654,59900,1198,216,58486,2026-08-11T21:26:00,setl_0001,card,captured
pay_000894,payment,ORD4893,75000,0,0,75000,2026-08-11T21:36:00,setl_0001,upi,captured
pay_000034,payment,ORD4033,249900,4998,900,244002,2026-08-11T21:37:00,setl_0001,card,captured
pay_000189,payment,ORD4188,59999,0,0,59999,2026-08-11T21:42:00,setl_0001,upi,captured
pay_000504,payment,ORD4503,59900,1198,216,58486,2026-08-11T21:50:00,setl_0001,card,captured
pay_000596,payment,ORD4595,45000,1200,216,43584,2026-08-12T08:00:00,setl_0002,netbanking,captured
pay_000765,payment,ORD4764,75000,0,0,75000,2026-08-12T08:05:00,setl_0002,upi,captured
pay_000688,payment,ORD4687,59999,1200,216,58583,2026-08-12T08:06:00,setl_0002,netbanking,captured
pay_000764,payment,ORD4763,59999,1200,216,58583,2026-08-12T08:16:00,setl_0002,netbanking,captured
pay_000578,payment,ORD4577,59950,0,0,59950,2026-08-12T08:30:00,setl_0002,upi,captured
pay_000168,payment,ORD4167,899900,17998,3240,878662,2026-08-12T08:38:00,setl_0002,card,captured
pay_000782,payment,ORD4781,45000,0,0,45000,2026-08-12T08:49:00,setl_0002,upi,captured
pay_000675,payment,ORD4674,75000,0,0,75000,2026-08-12T08:59:00,setl_0002,upi,captured
pay_000943,payment,ORD4942,34900,0,0,34900,2026-08-12T09:20:00,setl_0002,upi,captured
pay_000598,payment,ORD4597,89900,0,0,89900,2026-08-12T09:23:00,setl_0002,upi,captured
pay_000226,payment,ORD4225,120000,0,0,120000,2026-08-12T09:34:00,setl_0002,upi,captured
pay_000277,payment,ORD4276,75000,1500,270,73230,2026-08-12T09:41:00,setl_0002,card,captured
pay_000980,payment,ORD4979,59950,1199,216,58535,2026-08-12T09:47:00,setl_0002,card,captured
pay_000571,payment,ORD4570,75000,1500,270,73230,2026-08-12T09:54:00,setl_0002,card,captured
pay_000982,payment,ORD4981,49900,0,0,49900,2026-08-12T09:56:00,setl_0002,upi,captured
pay_000220,payment,ORD4219,45099,0,0,45099,2026-08-12T10:02:00,setl_0002,upi,captured
pay_000060,payment,ORD4059,75099,1352,243,73504,2026-08-12T10:06:00,setl_0002,wallet,captured
pay_000462,payment,ORD4461,49900,0,0,49900,2026-08-12T10:40:00,setl_0002,upi,captured
pay_000515,payment,ORD4514,49999,0,0,49999,2026-08-12T10:41:00,setl_0002,upi,captured
pay_000531,payment,ORD4530,249900,4998,900,244002,2026-08-12T10:41:00,setl_0002,card,captured
pay_000336,payment,ORD4335,1250000,0,0,1250000,2026-08-12T11:42:00,setl_0002,upi,captured
pay_000258,payment,ORD4257,59950,0,0,59950,2026-08-12T11:44:00,setl_0002,upi,captured
pay_000780,payment,ORD4779,89900,0,0,89900,2026-08-12T11:44:00,setl_0002,upi,captured
pay_000931,payment,ORD4930,75050,1501,270,73279,2026-08-12T12:10:00,setl_0002,card,captured
pay_000583,payment,ORD4582,59999,0,0,59999,2026-08-12T12:12:00,setl_0002,upi,captured
pay_000798,payment,ORD4797,19999,0,0,19999,2026-08-12T12:14:00,setl_0002,upi,captured
pay_000287,payment,ORD4286,59900,1198,216,58486,2026-08-12T12:23:00,setl_0002,card,captured
pay_000425,payment,ORD4424,34999,0,0,34999,2026-08-12T12:23:00,setl_0002,upi,captured
pay_000641,payment,ORD4640,45099,0,0,45099,2026-08-12T12:26:00,setl_0002,upi,captured
pay_000891,payment,ORD4890,49999,1000,180,48819,2026-08-12T12:27:00,setl_0002,card,captured
pay_000084,payment,ORD4083,24999,500,90,24409,2026-08-12T12:37:00,setl_0002,card,captured
pay_000976,payment,ORD4975,19900,1350,216,18334,2026-08-12T12:48:00,setl_0002,netbanking,captured
pay_000683,payment,ORD4682,49900,0,0,49900,2026-08-12T12:51:00,setl_0002,upi,captured
pay_000369,payment,ORD4368,29950,599,108,29243,2026-08-12T13:14:00,setl_0002,card,captured
pay_000685,payment,ORD4684,34900,0,0,34900,2026-08-12T13:38:00,setl_0002,upi,captured
pay_000628,payment,ORD4627,59900,1198,216,58486,2026-08-12T13:48:00,setl_0002,card,captured
pay_000720,payment,ORD4719,899900,0,0,899900,2026-08-12T13:52:00,setl_0002,upi,captured
pay_000521,payment,ORD4520,899900,1200,216,898484,2026-08-12T14:02:00,setl_0002,netbanking,captured
pay_000345,payment,ORD4344,120000,0,0,120000,2026-08-12T14:16:00,setl_0002,upi,captured
pay_000498,payment,ORD4497,34900,698,126,34076,2026-08-12T14:18:00,setl_0002,card,captured
pay_000786,payment,ORD4785,575000,0,0,575000,2026-08-12T14:23:00,setl_0002,upi,captured
pay_000897,payment,ORD4896,45000,0,0,45000,2026-08-12T14:27:00,setl_0002,upi,captured
pay_000722,payment,ORD4721,89900,0,0,89900,2026-08-12T15:08:00,setl_0002,upi,captured
pay_000842,payment,ORD4841,29900,598,108,29194,2026-08-12T15:09:00,setl_0002,card,captured
pay_000463,payment,ORD4462,59900,1198,216,58486,2026-08-12T15:15:00,setl_0002,card,captured
pay_000923,payment,ORD4922,24999,0,0,24999,2026-08-12T15:23:00,setl_0002,upi,captured
pay_000955,payment,ORD4954,59900,1198,216,58486,2026-08-12T15:41:00,setl_0002,card,captured
pay_000850,payment,ORD4849,29900,598,108,29194,2026-08-12T16:23:00,setl_0002,card,captured
pay_000748,payment,ORD4747,19900,0,0,19900,2026-08-12T16:36:00,setl_0002,upi,captured
pay_000691,payment,ORD4690,899900,0,0,899900,2026-08-12T16:37:00,setl_0002,upi,captured
pay_000214,payment,ORD4213,24999,0,0,24999,2026-08-12T16:42:00,setl_0002,upi,captured
pay_000725,payment,ORD4724,45000,900,162,43938,2026-08-12T16:42:00,setl_0002,card,captured
pay_000785,payment,ORD4784,45099,902,162,44035,2026-08-12T16:48:00,setl_0002,card,captured
pay_000773,payment,ORD4772,24900,498,90,24312,2026-08-12T16:55:00,setl_0002,card,captured
pay_000293,payment,ORD4292,19900,357,64,19479,2026-08-12T16:58:00,setl_0002,wallet,captured
pay_000634,payment,ORD4633,34900,0,0,34900,2026-08-12T17:16:00,setl_0002,upi,captured
pay_000762,payment,ORD4761,89950,0,0,89950,2026-08-12T17:16:00,setl_0002,upi,captured
pay_000149,payment,ORD4148,19950,0,0,19950,2026-08-12T17:20:00,setl_0002,upi,captured
pay_000607,payment,ORD4606,49900,0,0,49900,2026-08-12T17:32:00,setl_0002,upi,captured
pay_000086,payment,ORD4085,59900,0,0,59900,2026-08-12T17:38:00,setl_0002,upi,captured
pay_000284,payment,ORD4283,575000,1200,216,573584,2026-08-12T17:46:00,setl_0002,netbanking,captured
pay_000759,payment,ORD4758,59900,0,0,59900,2026-08-12T18:00:00,setl_0002,upi,captured
pay_000120,payment,ORD4119,19900,0,0,19900,2026-08-12T18:09:00,setl_0002,upi,captured
pay_000153,payment,ORD4152,899900,0,0,899900,2026-08-12T18:24:00,setl_0002,upi,captured
pay_000364,payment,ORD4363,59999,0,0,59999,2026-08-12T18:25:00,setl_0002,upi,captured
pay_000860,payment,ORD4859,120099,2402,432,117265,2026-08-12T18:30:00,setl_0002,card,captured
pay_000320,payment,ORD4319,75000,0,0,75000,2026-08-12T18:54:00,setl_0002,upi,captured
pay_000080,payment,ORD4079,29999,0,0,29999,2026-08-12T19:04:00,setl_0002,upi,captured
pay_000159,payment,ORD4158,19900,0,0,19900,2026-08-12T19:29:00,setl_0002,upi,captured
pay_000349,payment,ORD4348,120000,0,0,120000,2026-08-12T19:43:00,setl_0002,upi,captured
pay_000275,payment,ORD4274,575000,0,0,575000,2026-08-12T19:50:00,setl_0002,upi,captured
pay_000283,payment,ORD4282,89999,0,0,89999,2026-08-12T19:54:00,setl_0002,upi,captured
pay_000630,payment,ORD4629,49950,0,0,49950,2026-08-12T20:00:00,setl_0002,upi,captured
pay_000219,payment,ORD4218,75000,1350,243,73407,2026-08-12T20:05:00,setl_0002,wallet,captured
pay_000525,payment,ORD4524,249900,0,0,249900,2026-08-12T20:22:00,setl_0002,upi,captured
pay_000986,payment,ORD4985,89950,1799,324,87827,2026-08-12T20:40:00,setl_0002,card,captured
pay_000144,payment,ORD4143,29950,0,0,29950,2026-08-12T20:51:00,setl_0002,upi,captured
pay_000310,payment,ORD4309,45050,901,162,43987,2026-08-12T20:52:00,setl_0002,card,captured
pay_000056,payment,ORD4055,29900,0,0,29900,2026-08-12T21:04:00,setl_0002,upi,captured
pay_000707,payment,ORD4706,34999,700,126,34173,2026-08-12T21:05:00,setl_0002,card,captured
pay_000781,payment,ORD4780,19900,0,0,19900,2026-08-12T21:08:00,setl_0002,upi,captured
pay_000299,payment,ORD4298,34950,699,126,34125,2026-08-12T21:23:00,setl_0002,card,captured
pay_000112,payment,ORD4111,59999,0,0,59999,2026-08-12T21:26:00,setl_0002,upi,captured
pay_000799,payment,ORD4798,899900,0,0,899900,2026-08-12T21:33:00,setl_0002,upi,captured
pay_000847,payment,ORD4846,120099,0,0,120099,2026-08-12T21:35:00,setl_0002,upi,captured
pay_000411,payment,ORD4410,24900,1200,216,23484,2026-08-12T21:58:00,setl_0002,netbanking,captured
pay_000207,payment,ORD4206,75000,1500,270,74230,2026-08-12T21:59:00,setl_0002,card,captured
pay_000154,payment,ORD4153,59999,0,0,59999,2026-08-13T08:20:00,setl_0003,upi,captured
pay_000180,payment,ORD4179,19900,1200,216,18484,2026-08-13T08:23:00,setl_0003,netbanking,captured
pay_000548,payment,ORD4547,399900,0,0,399900,2026-08-13T08:46:00,setl_0003,upi,captured
pay_000615,payment,ORD4614,120050,2401,432,117217,2026-08-13T08:46:00,setl_0003,card,captured
pay_000033,payment,ORD4032,89900,0,0,89900,2026-08-13T08:47:00,setl_0003,upi,captured
pay_000490,payment,ORD4489,45050,0,0,45050,2026-08-13T08:57:00,setl_0003,upi,captured
pay_000225,payment,ORD4224,24950,0,0,24950,2026-08-13T09:10:00,setl_0003,upi,captured
pay_000243,payment,ORD4242,89999,0,0,89999,2026-08-13T09:10:00,setl_0003,upi,refunded
