txn_id,txn_type,order_ref,gross_amount_paise,fee_paise,gst_on_fee_paise,net_amount_paise,txn_datetime,settlement_id,payment_method,status
rfnd_000070,refund,ORD4022,-17400,0,0,-17400,2026-08-17T08:12:00,setl_0007,upi,processed
pay_000014,payment,ORD4013,49900,898,162,48840,2026-08-17T12:45:00,setl_0007,wallet,captured
pay_000049,payment,ORD4048,1250000,0,0,1250000,2026-08-17T13:39:00,setl_0007,upi,captured
pay_000076,payment,ORD4048,1250000,0,0,1250000,2026-08-17T13:41:14,,upi,voided
pay_000027,payment,ORD4026,24900,498,90,24312,2026-08-17T15:19:00,setl_0007,card,captured
pay_000008,payment,ORD4007,45000,900,162,43938,2026-08-17T17:59:00,setl_0007,card,refunded
rfnd_000068,refund,ORD4040,-17400,0,0,-17400,2026-08-17T21:12:00,setl_0007,upi,processed
rfnd_000061,refund,ORD4043,-399900,0,0,-399900,2026-08-17T21:58:00,setl_0007,upi,processed
pay_000045,payment,ORD4044,29999,150,0,29849,2026-08-18T08:55:00,setl_0008,upi,captured
pay_000042,payment,ORD4041,45099,0,0,45099,2026-08-18T11:48:00,setl_0008,upi,refunded
pay_000017,payment,ORD4016,59999,0,0,59999,2026-08-18T12:56:00,setl_0008,upi,captured
pay_000051,payment,ORD4050,34950,0,0,34950,2026-08-18T12:59:00,setl_0008,upi,captured
pay_000056,payment,ORD4055,49900,0,0,50900,2026-08-18T14:21:00,setl_0008,upi,captured
pay_000047,payment,ORD4046,24999,0,0,24999,2026-08-18T16:35:00,setl_0008,upi,captured
pay_000021,payment,ORD4020,19950,1200,216,18534,2026-08-18T17:41:00,setl_0008,netbanking,captured
rfnd_000062,refund,ORD4007,-45000,0,0,-45000,2026-08-18T17:59:00,setl_0008,card,processed
pay_000025,payment,ORD4024,1250000,0,0,1250000,2026-08-19T08:04:00,setl_0009,upi,captured
pay_000024,payment,ORD4023,29999,0,0,29999,2026-08-19T08:06:00,,upi,captured
pay_000010,payment,ORD4009,29900,0,0,29900,2026-08-19T09:07:00,,upi,captured
rfnd_000066,refund,ORD4041,-45099,0,0,-45099,2026-08-19T11:48:00,setl_0009,upi,processed
rfnd_000067,refund,ORD4026,-12400,0,0,-12400,2026-08-19T15:19:00,setl_0009,card,processed
pay_000035,payment,ORD4034,49900,1200,216,48484,2026-08-19T21:00:00,,netbanking,captured
pay_000039,payment,ORD4038,75000,0,0,75000,2026-08-20T10:39:00,,upi,captured
pay_000054,payment,ORD4053,29950,0,0,29950,2026-08-20T13:09:00,,upi,captured
pay_000022,payment,ORD4021,59950,0,0,59950,2026-08-20T20:35:00,setl_0010,upi,captured
pay_000032,payment,ORD4031,75000,0,0,75000,2026-08-21T08:01:00,setl_0011,upi,captured
pay_000028,payment,ORD4027,89900,0,0,89900,2026-08-21T10:33:00,,upi,captured
rfnd_000069,refund,ORD4031,-37500,0,0,-37500,2026-08-23T08:01:00,setl_0012,upi,processed
cb_000073,chargeback,ORD4004,-120000,50000,9000,-179000,2026-09-05T14:09:00,setl_0013,card,lost
cb_000071,chargeback,ORD4013,-49900,50000,9000,-108900,2026-09-06T12:45:00,setl_0014,wallet,lost
cb_000072,chargeback,ORD4021,-59950,50000,9000,-118950,2026-09-10T20:35:00,setl_0015,upi,lost
