txn_id,txn_type,order_ref,gross_amount_paise,fee_paise,gst_on_fee_paise,net_amount_paise,txn_datetime,settlement_id,payment_method,status
pay_000108,payment,ORD4107,29900,0,0,29900,2026-08-12T12:00:00,setl_0002,upi,captured
pay_000100,payment,ORD4099,45000,0,0,45000,2026-08-12T15:13:00,setl_0002,upi,refunded
pay_000020,payment,ORD4019,45099,902,162,44035,2026-08-12T16:58:00,setl_0002,card,captured
pay_000060,payment,ORD4059,120050,0,0,120050,2026-08-12T17:16:00,setl_0002,upi,captured
pay_000068,payment,ORD4067,120000,0,0,120000,2026-08-12T18:05:00,setl_0002,upi,captured
pay_000054,payment,ORD4053,59900,0,0,59900,2026-08-12T20:51:00,setl_0002,upi,captured
pay_000085,payment,ORD4084,45050,0,0,45050,2026-08-12T21:29:00,setl_0002,upi,captured
pay_000035,payment,ORD4034,34950,1350,216,33384,2026-08-13T10:26:00,setl_0003,netbanking,captured
pay_000003,payment,ORD4002,89900,1798,324,87778,2026-08-13T11:32:00,setl_0003,card,captured
pay_000045,payment,ORD4044,89900,1798,324,87778,2026-08-13T13:18:00,setl_0003,card,captured
rfnd_000122,refund,ORD4005,-45000,0,0,-45000,2026-08-13T13:54:00,setl_0003,card,processed
rfnd_000125,refund,ORD4099,-45000,0,0,-45000,2026-08-13T15:13:00,setl_0003,upi,processed
pay_000041,payment,ORD4040,24950,499,90,24361,2026-08-13T17:38:00,setl_0003,card,captured
pay_000088,payment,ORD4087,19900,358,64,19478,2026-08-13T18:04:00,setl_0003,wallet,captured
pay_000069,payment,ORD4068,34900,0,0,34900,2026-08-13T18:19:00,setl_0003,upi,captured
pay_000048,payment,ORD4047,45099,0,0,45099,2026-08-13T19:21:00,setl_0003,upi,captured
pay_000071,payment,ORD4070,59900,0,0,59900,2026-08-13T19:44:00,setl_0003,upi,captured
pay_000136,payment,ORD4070,59900,0,0,59900,2026-08-13T19:45:49,,upi,voided
pay_000099,payment,ORD4098,59900,0,0,59900,2026-08-13T20:29:00,setl_0003,upi,captured
pay_000076,payment,ORD4075,89950,1799,324,87827,2026-08-13T21:40:00,setl_0003,card,captured
rfnd_000126,refund,ORD4043,-45000,0,0,-45000,2026-08-14T09:34:00,setl_0004,wallet,processed
pay_000047,payment,ORD4046,89900,1,0,89899,2026-08-14T09:56:00,setl_0004,upi,captured
pay_000105,payment,ORD4104,34900,0,0,34900,2026-08-14T12:16:00,setl_0004,upi,captured
pay_000065,payment,ORD4064,59900,0,0,0,2026-08-14T16:08:00,,card,failed
rfnd_000127,refund,ORD4117,-625000,0,0,-625000,2026-08-14T18:14:00,setl_0004,card,processed
pay_000029,payment,ORD4028,29999,600,108,29291,2026-08-14T18:31:00,setl_0004,card,captured
pay_000015,payment,ORD4014,120050,0,0,120050,2026-08-14T19:37:00,setl_0004,upi,captured
pay_000087,payment,ORD4086,89900,1617,291,87992,2026-08-14T21:05:00,setl_0004,wallet,captured
pay_000081,payment,ORD4080,59999,1200,216,58583,2026-08-15T12:48:00,setl_0005,card,captured
pay_000057,payment,ORD4056,34900,0,0,34900,2026-08-15T12:52:00,setl_0005,upi,captured
pay_000086,payment,ORD4085,575000,11500,2070,561430,2026-08-15T13:48:00,setl_0005,card,captured
pay_000026,payment,ORD4025,24900,0,0,24900,2026-08-15T15:57:00,setl_0005,upi,captured
pay_000079,payment,ORD4078,34950,0,0,34950,2026-08-15T16:29:00,setl_0005,upi,captured
pay_000021,payment,ORD4020,89900,1798,324,87778,2026-08-15T20:10:00,setl_0005,card,captured
pay_000036,payment,ORD4035,75000,0,0,75000,2026-08-16T08:24:00,setl_0006,upi,captured
pay_000062,payment,ORD4061,1250000,25000,4500,1220500,2026-08-16T08:33:00,setl_0006,card,captured
pay_000119,payment,ORD4118,29900,598,108,29194,2026-08-16T09:34:00,setl_0006,card,refunded
pay_000052,payment,ORD4051,19900,225,0,19675,2026-08-16T10:02:00,setl_0006,upi,captured
pay_000013,payment,ORD4012,120000,0,0,120000,2026-08-16T12:04:00,setl_0006,upi,captured
pay_000009,payment,ORD4008,49900,0,0,49900,2026-08-16T12:29:00,setl_0006,upi,captured
rfnd_000128,refund,ORD4080,-29900,0,0,-29900,2026-08-16T12:48:00,setl_0006,card,processed
pay_000058,payment,ORD4057,575000,0,0,575000,2026-08-16T13:17:00,setl_0006,upi,captured
pay_000066,payment,ORD4065,45000,0,0,45000,2026-08-16T16:53:00,setl_0006,upi,captured
pay_000017,payment,ORD4016,120050,0,0,120050,2026-08-16T17:04:00,setl_0006,upi,captured
pay_000061,payment,ORD4060,120000,0,0,120000,2026-08-16T17:32:00,setl_0006,upi,captured
pay_000014,payment,ORD4013,29900,598,108,29194,2026-08-16T18:29:00,setl_0006,card,captured
pay_000059,payment,ORD4058,19900,1200,216,18484,2026-08-16T18:53:00,setl_0006,netbanking,refunded
pay_000075,payment,ORD4074,29950,0,0,29950,2026-08-16T21:58:00,setl_0006,upi,captured
rfnd_000123,refund,ORD4118,-29900,0,0,-29900,2026-08-17T09:34:00,setl_0007,card,processed
pay_000077,payment,ORD4076,45000,0,0,45000,2026-08-17T09:45:00,setl_0007,upi,captured
pay_000111,payment,ORD4110,75000,0,0,0,2026-08-17T09:52:00,,card,failed
rfnd_000130,refund,ORD4002,-44900,0,0,-44900,2026-08-17T11:32:00,setl_0007,card,processed
pay_000033,payment,ORD4032,899900,17998,3240,878662,2026-08-17T11:55:00,setl_0007,card,captured
pay_000114,payment,ORD4113,899900,0,0,899900,2026-08-17T15:19:00,setl_0007,upi,captured
pay_000104,payment,ORD4103,89900,0,0,89900,2026-08-17T16:33:00,setl_0007,upi,captured
pay_000102,payment,ORD4101,75050,0,0,75050,2026-08-17T16:48:00,setl_0007,upi,captured
pay_000070,payment,ORD4069,75050,1200,216,73634,2026-08-17T17:54:00,setl_0007,netbanking,captured
rfnd_000124,refund,ORD4058,-19900,0,0,-19900,2026-08-17T18:53:00,setl_0007,netbanking,processed
pay_000090,payment,ORD4089,29999,825,108,29066,2026-08-17T19:16:00,setl_0007,card,captured
pay_000030,payment,ORD4029,24950,0,0,24950,2026-08-17T20:26:00,setl_0007,upi,captured
pay_000031,payment,ORD4030,24900,0,0,24900,2026-08-17T21:46:00,setl_0007,upi,captured
pay_000046,payment,ORD4045,45000,810,146,44044,2026-08-18T08:42:00,setl_0008,wallet,captured
pay_000084,payment,ORD4083,120000,0,0,120000,2026-08-18T08:58:00,setl_0008,upi,captured
pay_000109,payment,ORD4108,899900,0,0,899900,2026-08-18T12:44:00,setl_0008,upi,captured
pay_000042,payment,ORD4041,49900,0,0,50900,2026-08-18T13:59:00,setl_0008,upi,captured
pay_000004,payment,ORD4003,45000,900,162,43938,2026-08-18T14:14:00,setl_0008,card,captured
pay_000073,payment,ORD4072,24950,0,0,24950,2026-08-18T15:03:00,setl_0008,upi,captured
pay_000016,payment,ORD4015,24900,498,90,24312,2026-08-18T15:05:00,setl_0008,card,captured
pay_000107,payment,ORD4106,399900,0,0,399900,2026-08-18T17:18:00,setl_0008,upi,captured
pay_000097,payment,ORD4096,89950,0,0,89950,2026-08-18T18:17:00,setl_0008,upi,captured
pay_000135,payment,ORD4096,89950,0,0,89950,2026-08-18T18:19:20,,upi,voided
pay_000037,payment,ORD4036,34900,0,0,34900,2026-08-18T18:45:00,setl_0008,upi,captured
pay_000011,payment,ORD4010,59900,1078,194,58628,2026-08-18T19:15:00,setl_0008,wallet,captured
pay_000113,payment,ORD4112,120000,2400,432,117168,2026-08-18T20:26:00,setl_0008,card,captured
pay_000025,payment,ORD4024,45050,811,146,44093,2026-08-18T20:46:00,setl_0008,wallet,captured
pay_000039,payment,ORD4038,89900,1700,216,87984,2026-08-18T21:33:00,setl_0008,netbanking,captured
pay_000040,payment,ORD4039,899900,0,0,899900,2026-08-19T09:43:00,setl_0009,upi,captured
pay_000082,payment,ORD4081,59950,0,0,59950,2026-08-19T11:31:00,setl_0009,upi,captured
pay_000098,payment,ORD4097,249900,0,0,249900,2026-08-19T12:20:00,setl_0009,upi,captured
pay_000110,payment,ORD4109,49900,898,162,48840,2026-08-19T12:30:00,setl_0009,wallet,captured
pay_000117,payment,ORD4116,45000,899,162,43939,2026-08-19T15:18:00,setl_0009,card,captured
pay_000067,payment,ORD4066,75000,0,0,75000,2026-08-19T18:20:00,setl_0009,upi,captured
pay_000092,payment,ORD4091,899900,16198,2916,880786,2026-08-19T18:58:00,setl_0009,wallet,captured
pay_000080,payment,ORD4079,1250000,0,0,1250000,2026-08-19T19:01:00,setl_0009,upi,refunded
pay_000038,payment,ORD4037,49900,0,0,49900,2026-08-19T19:34:00,setl_0009,upi,captured
pay_000001,payment,ORD4000,34900,0,0,34900,2026-08-20T09:01:00,setl_0010,upi,captured
pay_000053,payment,ORD4052,59999,1200,216,58583,2026-08-20T09:22:00,setl_0010,card,captured
pay_000050,payment,ORD4049,89950,0,0,0,2026-08-20T12:10:00,,card,failed
pay_000010,payment,ORD4009,249900,4998,900,244002,2026-08-20T12:44:00,setl_0010,card,captured
pay_000095,payment,ORD4094,49900,1200,216,48484,2026-08-20T13:04:00,setl_0010,netbanking,captured
pay_000024,payment,ORD4023,89999,0,0,89999,2026-08-20T15:35:00,setl_0010,upi,captured
pay_000074,payment,ORD4073,75099,1502,270,73327,2026-08-20T16:35:00,setl_0010,card,captured
pay_000094,payment,ORD4093,120000,0,0,120000,2026-08-20T17:51:00,setl_0010,upi,captured
pay_000043,payment,ORD4042,24900,0,0,24900,2026-08-20T18:19:00,setl_0010,upi,captured
pay_000083,payment,ORD4082,29950,1200,216,28534,2026-08-20T18:51:00,setl_0010,netbanking,captured
pay_000002,payment,ORD4001,120050,0,0,120050,2026-08-20T19:57:00,,upi,captured
pay_000091,payment,ORD4090,45000,900,162,43938,2026-08-21T09:49:00,,card,captured
pay_000106,payment,ORD4105,75000,1500,270,73230,2026-08-21T10:12:00,,card,captured
pay_000101,payment,ORD4100,34900,0,0,34900,2026-08-21T12:35:00,,upi,captured
pay_000005,payment,ORD4004,34900,0,0,34900,2026-08-21T14:21:00,,upi,captured
pay_000012,payment,ORD4011,19900,398,72,19430,2026-08-21T16:14:00,,card,captured
pay_000063,payment,ORD4062,24900,498,90,24312,2026-08-21T18:12:00,setl_0011,card,captured
pay_000134,payment,ORD4062,24900,498,90,24312,2026-08-21T18:12:43,,card,voided
rfnd_000129,refund,ORD4082,-14900,0,0,-14900,2026-08-22T18:51:00,setl_0012,netbanking,processed
rfnd_000121,refund,ORD4079,-1250000,0,0,-1250000,2026-08-22T19:01:00,setl_0012,upi,processed
cb_000132,chargeback,ORD4095,-75000,50000,9000,-134000,2026-08-31T14:23:00,setl_0013,upi,lost
cb_000133,chargeback,ORD4063,-45050,50000,9000,-104050,2026-09-07T19:57:00,setl_0014,upi,lost
cb_000131,chargeback,ORD4073,-75099,50000,9000,-134099,2026-09-11T16:35:00,setl_0015,card,lost
